,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,1.0,0.605180369048322,0.49493257001399554,0.33200123143835814,2.705742695238205e-05,0.0010662727332580223,0.1679012687838711,1.2795648609719449e-09,0.732559397848842,0.17320610359376123,0.47096882367836124,5.982678771032548e-06,1.3152103322907356e-05,0.00486028612915508,0.005908459022165109,0.06798310856910224,0.19290499441967726,0.009775142790033076,1.0605579268571776e-05,0.03490323027043573,0.0002201746992164715,0.002235105430937602,0.0013790804686041385,2.0382464525633148e-05,0.00011971186373745322,0.08760274931109475,0.021965351290035743,0.1390860104544366,0.05550219800321741,0.0019970168822706314,0.050820433002357765,0.12030711984792229,0.012590039206480833,0.3440395125131668,,0.6640003901868025,0.27753635872490656,0.03537964245145632,0.2506386858595272,0.578081564034311,0.027969257747354443,0.014882840584247508,0.9841656209244848,0.12437204311564161,0.3739662217651999,0.00027181984069350664,0.10573293532686268,1.4496471535381704e-08,,
2,0.605180369048322,1.0,0.8341391377851339,0.9560438489724831,0.07004711637243617,0.18529519063074043,0.481767611600249,0.02979450526438952,0.800773794581844,0.8993913697262971,0.9115819640923398,0.20254884535684411,0.05374424203857374,0.4665088773638099,0.6652964498228073,0.7273571002480061,0.4036778568250743,0.6146631923013351,0.22112391783110807,0.3820669226189229,0.12042133111498665,0.46618279847726124,0.4231581123213155,0.325980134130577,0.012046931208168014,0.5140834427001287,0.1254901498918792,0.26446766200910826,0.4888945767441273,0.22968321220574697,0.3464863945481284,0.8911109828989873,0.6570276207270179,0.2895991967199398,,0.4571428571428571,0.7671528766776828,0.0678325384207737,0.4571941117285829,0.8633492346742455,0.3988222017570243,0.054676152106704165,0.9620661346377851,0.184873949579832,0.4245731118796134,0.18032087449834816,0.032255362816659784,0.0009182747560769008,,
3,0.49493257001399554,0.8341391377851339,1.0,0.8995499914523979,0.14081406931896576,0.4138951548578259,0.6364910673413536,0.0626149265138357,0.9708088655457076,0.6779001900613452,0.5996356386309764,0.45758202411264653,0.1495394784065406,0.798500868388478,0.459377600498924,0.7340188961467112,0.4728024347599935,0.6614315854527634,0.22357661408354407,0.35143199469503206,0.291147263398517,0.5301972003715355,0.7497640734111066,0.47003978148493153,0.03163880853784917,0.3093301330859434,0.32095040705806654,0.2593062719287896,0.6330858707772488,0.3197132374451934,0.42912210476074775,0.9095398833129127,0.7982648782188932,0.26313357892305267,,0.3809523809523811,0.6769092736709098,0.1482625482625483,0.362981938663343,0.9297541559950315,0.1922175660115512,0.06157669371152225,0.7974152297495335,0.2476190476190475,0.8170962749910118,0.37375776281909556,0.04072358049028251,0.013296053915233318,,
4,0.33200123143835814,0.9560438489724831,0.8995499914523979,1.0,0.6400966723847634,0.775415264720232,0.8715759412125588,0.30767699678537086,0.7701238390092878,0.8280956417984622,0.8733362365452298,0.5971542272253975,0.40163703160136954,0.8410378718748056,0.978810007218982,0.7051919155392568,0.4130943341921898,0.8817101957919858,0.7424952685591288,0.833731966299399,0.5536369615963397,0.7323483102259953,0.8191699871379464,0.798280564395316,0.07743066456394303,0.9333172216038097,0.408787531371276,0.6781382270680966,0.8663741390462261,0.5721392740079398,0.6365611807689393,0.9362785512490424,0.9284777314490104,0.3426212590299277,,0.41176470588235287,0.8068563498711802,0.15479876160990716,0.7501437854109816,0.991410682654953,0.6712818790863949,0.25431374685648483,0.7370923010038282,0.2205882352941176,0.6615988500663421,0.6872593511490686,0.03980496851677361,0.022499887585909106,,
5,2.705742695238205e-05,0.07004711637243617,0.14081406931896576,0.6400966723847634,1.0,0.6938609804778716,0.35633580809489523,0.6662069119793398,0.3790851386680646,0.01363157930094107,0.05749995806612789,0.5245136656686716,0.814536520703088,0.010052120584820136,0.03275683511236723,0.013067057823134899,0.005559401931105148,0.09362170298776476,0.3015941094328872,0.2685190439518346,0.8822719007055869,0.10001603394207326,0.2340400137502702,0.5509244493491559,0.199556764742065,0.4832270324572163,0.8067818112772395,0.8459984154077492,0.10758113078534014,0.911769494647338,0.979157084379285,0.05008538196728256,0.13949961899705546,0.039200561975100995,,0.15272727272727282,0.3558627833419134,0.27118241235888296,0.6731693513511032,0.433479588705552,0.5681382281930222,0.4326156974425682,0.12779360885172614,0.34787878787878784,0.6249473069259215,0.9006093029740507,0.00018704292260379125,0.021173184048599216,,
6,0.0010662727332580223,0.18529519063074043,0.4138951548578259,0.775415264720232,0.6938609804778716,1.0,0.6405253188098433,0.2077700476101304,0.5698648022894794,0.1155638432541168,0.16888429727463325,0.866652004395124,0.24817937779211355,0.11125416795199752,0.31959557438254454,0.06876201739089004,0.02605233419507236,0.2610669060828506,0.7861826639348485,0.8157273229033928,0.659399950240618,0.39529851133321975,0.7266095637234862,0.9344930749500382,0.06153688065610648,0.8682631824713997,0.35930325356443327,0.7012778205729845,0.216808632644544,0.5853445210136519,0.7389482355075103,0.4192955753327696,0.38490224036468657,0.05673012013438284,,0.22764227642276424,0.6469555948791359,0.2410975687496405,0.959140152263509,0.6915809360103267,0.9628874119614271,0.14153250728797295,0.1894820752013905,0.26196928635953026,0.6717914395721817,0.9334172423931276,0.0005803589458487264,0.015091369701787267,,
7,0.1679012687838711,0.481767611600249,0.6364910673413536,0.8715759412125588,0.35633580809489523,0.6405253188098433,1.0,0.1995462697128477,0.7163894222717754,0.2528580419928613,0.8721136025801263,0.7416395002574213,0.6191737158988417,0.7997332856432393,0.6260085979480924,0.7471170163253191,0.1562053099149293,0.9391645062102202,0.4690958399628335,0.8116002382781157,0.4775555295305791,0.9680955461810457,0.9805291615317652,0.8080443909941335,0.1263122357327505,0.5652427956371537,0.5696771619183414,0.6102702025633037,0.3789788223842039,0.8525213839752901,0.7077723996397951,0.3150533445416934,0.8893410236728148,0.3195709078062018,,0.3244206773618539,0.9055336170637172,0.26306765130294546,0.5312949875360206,0.791114170770368,0.40810016567330454,0.4182061757813055,0.6428788148513448,0.4278074866310159,0.7776081336452855,0.6679169378648796,0.016790606283256203,0.037543788889359726,,
8,1.2795648609719449e-09,0.02979450526438952,0.0626149265138357,0.30767699678537086,0.6662069119793398,0.2077700476101304,0.1995462697128477,1.0,0.3714923740253002,0.0019328526538430475,0.03214626373950932,0.12538437716083145,0.3263411499736321,7.077124964395486e-05,0.0012931264919769398,0.00016699764253113634,0.0016805412196551146,0.03977307357407546,0.026041656282841472,0.1777648689777632,0.61631537628527,0.036367653439319886,0.018072044007553342,0.017865833801017597,0.32861605870851995,0.07886008315561621,0.4121963125651567,0.5773813345883213,0.01022248813486774,0.40935462751382645,0.9457189282069071,0.002927154541812839,0.011949730123168764,0.046859164376709395,,0.17980718045779864,0.24293115369323853,0.412999822927221,0.47418692725946116,0.1684850821965289,0.15287578202595262,0.5033655695062484,0.05053053104464811,0.4116638078902228,0.46672162489830027,0.2892280764168797,0.0001652353725322045,0.07421832231944263,,
9,0.732559397848842,0.800773794581844,0.9708088655457076,0.7701238390092878,0.3790851386680646,0.5698648022894794,0.7163894222717754,0.3714923740253002,1.0,0.7733461226248408,0.8921107342159973,0.5335809718524727,0.6243211110197775,0.8660456601756626,0.5774519761140878,0.9177266032891437,0.852203273255905,0.6365660930122882,0.44448947110532766,0.5362024169179209,0.3956072685206874,0.6069826130948124,0.8023181943598665,0.5941362317668973,0.45422648870924737,0.516590820697369,0.34930809930809925,0.5490196078431373,0.595593696308547,0.5295937167072429,0.42019574628270284,0.8398110590886002,0.7989801231332904,0.873015873015873,,0.9523809523809523,0.8029796290665856,0.2857142857142857,0.5414585414585416,0.70980870980871,0.45292427368434185,0.373249299719888,0.5555555555555556,0.5714285714285714,0.8181818181818182,0.48132327040015294,0.5132514544279251,0.18716985813260287,,
10,0.17320610359376123,0.8993913697262971,0.6779001900613452,0.8280956417984622,0.01363157930094107,0.1155638432541168,0.2528580419928613,0.0019328526538430475,0.7733461226248408,1.0,0.8002663793036212,0.039306334527948225,0.009376616666243474,0.22232372793028482,0.6424947105935462,0.3224915578247448,0.2288905609586546,0.32345940256644495,0.09333997193616311,0.13603207521356916,0.036456431762109234,0.154267818082358,0.16687009746972273,0.10587494976665068,0.0040442848742454325,0.5690167800585443,0.1218410302927962,0.3073467927220882,0.43565753947257696,0.0758717739784131,0.2697115623427781,0.9331209477119775,0.46379925715698445,0.23376803454382897,,0.4383854584335741,0.6599456004089429,0.06960361660631072,0.4682197137524277,0.9847598333023938,0.23976514818325373,0.05084616074060753,0.6185490888476909,0.12349639133921417,0.5383554661101675,0.09241078371958439,0.031187450457750687,3.509740304729941e-05,,
